HOSTNAME,HOSTSTATE,MACHINETYPE,IPADDR,NETMASK,GATEWAY,CUSTOMER,CONTRACT,SOURCE,VLAN,DESCRIPTION
"SSISBEVXG0001","Up","Vmachine with HW Failover","169.254.140.217","","","Atlas Copco","Atlas ROBO EMEA","VMWare","VLAN_873",""
"SSISBEVXG0002","Up","Vmachine with HW Failover","10.126.130.121","","","Atlas Copco","Atlas ROBO EMEA","Manual entry","",""
"SSISBEVXG0002","Up","Vmachine with HW Failover","10.126.130.121 fe80::250:56ff:fead:efaf","","","Atlas Copco","Atlas ROBO EMEA","VMWare","VLAN_873",""
"SSISBEVXG0002","Up","Vmachine with HW Failover","169.254.35.62 fe80::250:56ff:fead:84f5","","","Atlas Copco","Atlas ROBO EMEA","VMWare","VLAN_873",""
"SSISBEVXG0003","Up","Vmachine with HW Failover","10.126.130.122","","","Atlas Copco","Atlas ROBO EMEA","Manual entry","",""
"SSISBEVXG0003","Up","Vmachine with HW Failover","10.126.130.122 fe80::250:56ff:fead:5ba8","","","Atlas Copco","Atlas ROBO EMEA","VMWare","VLAN_873",""
"SSISBEVXG0003","Up","Vmachine with HW Failover","169.254.249.75 fe80::250:56ff:fead:c690","","","Atlas Copco","Atlas ROBO EMEA","VMWare","VLAN_873",""
"SSISBEWSAG001T","Disposed","Vmachine with HW Failover","10.126.133.83","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","DMZ_VLAN_551"
"SSISBEWSAG002T","Up","Vmachine with HW Failover","10.126.166.84","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","DMZ_VLAN_551"
"SSISBEWSAG002T","Up","Vmachine with HW Failover","fe80::850b:518:d583:24ac 10.126.133.84","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_551",""
"SSISBEWW0001","Disposed","Vmachine with HW Failover","10.26.17.113","","","Atlas Copco","Atlas Speed","Manual entry","",""
"SSISBEWWP10002","Disposed","Vmachine with HW Failover","10.199.18.77","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"SSISBEWWP10002","Disposed","Vmachine with HW Failover","10.126.133.12","","","Atlas Copco","Atlas Speed","Manual entry","","DMZ"
"SSISBEWWP10002","Disposed","Vmachine with HW Failover","192.168.146.77","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"SSISBEWWP10002","Disposed","Vmachine with HW Failover","185.180.76.130","","","Atlas Copco","Atlas Speed","Manual entry","","internet ip"
"SSISBEWWP10003","Up","Vmachine with HW Failover","10.126.133.5","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEWWP10003"
"SSISBEWWP10003","Up","Vmachine with HW Failover","10.199.18.5","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEWWP10003_ADMIN"
"SSISBEWWP10003","Up","Vmachine with HW Failover","192.168.146.5","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEWWP10003_BACKUP"
"SSISBEWWP10003","Up","Vmachine with HW Failover","185.180.76.131","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEWWP10003_Internet IP"
"SSISBEWWP10003","Up","Vmachine with HW Failover","10.199.18.5","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEWWP10003","Up","Vmachine with HW Failover","10.126.133.5","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_554",""
"SSISBEWWP10003","Up","Vmachine with HW Failover","192.168.146.5","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEWWP10003","Up","Vmachine with HW Failover","10.126.133.5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWP10003","Up","Vmachine with HW Failover","10.199.18.5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWP10003","Up","Vmachine with HW Failover","192.168.146.5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWPR01","Disposed","Vmachine with HW Failover","193.109.73.1","","","Atlas Copco","Atlas VDI","Manual entry","","internet ip"
"SSISBEWWS10000","Disposed","Vmachine with HW Failover","10.26.6.15","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBEWWS10000","Disposed","Vmachine with HW Failover","193.109.73.172","","","Atlas Copco","Atlas Speed","Manual entry","","molstg.atlascopco.com wolstg.atlascopco.com "
"SSISBEWWS10001","Up","Vmachine with HW Failover","10.26.6.19","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBEWWS10001","Up","Vmachine with HW Failover","10.199.17.13","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEWWS10001","Up","Vmachine with HW Failover"," 192.168.145.13","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEWWS10001","Up","Vmachine with HW Failover","193.109.72.11","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Internet IP"
"SSISBEWWS10001","Up","Vmachine with HW Failover","fe80::7892:3d5c:bbe1:6a7e 10.199.17.13","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEWWS10001","Up","Vmachine with HW Failover","192.168.145.13","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEWWS10001","Up","Vmachine with HW Failover","fe80::4d62:8cd2:d056:488a 10.26.6.19","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_729",""
"SSISBEWWS10001","Up","Vmachine with HW Failover","10.199.17.13","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWS10001","Up","Vmachine with HW Failover"," fe80::7892:3d5c:bbe1:6a7e","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWS10001","Up","Vmachine with HW Failover","10.26.6.19","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWS10001","Up","Vmachine with HW Failover"," fe80::4d62:8cd2:d056:488a","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEWWS10001","Up","Vmachine with HW Failover","192.168.145.13","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBRAS0002","Up","Vmachine with HW Failover","10.111.8.20","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRAS0002","Up","Vmachine with HW Failover","10.12.192.196","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRAS0003","Up","Vmachine with HW Failover","10.12.192.202","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRAS0003","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRAS0004","Up","Vmachine with HW Failover","10.111.8.3","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRAS0004","Up","Vmachine with HW Failover","10.111.8.3","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","Virtual Machine",""
"SSISBRAS0005","Up","Vmachine with HW Failover","10.111.11.221","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRAS0005","Up","Vmachine with HW Failover","10.111.11.221","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","Virtual Machine",""
"SSISBRAS0007","Up","Vmachine with HW Failover","10.12.224.207","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRAS0007","Up","Vmachine with HW Failover","10.12.224.207","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRAS0007","Up","Vmachine with HW Failover","169.254.106.241","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRAS0008","Up","Vmachine with HW Failover","10.111.8.8","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRAS0008","Up","Vmachine with HW Failover","10.111.11.236","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","Virtual Machine",""
"SSISBRBEX0005","Up","Vmachine with HW Failover","10.111.11.232","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRBEX0006","Up","Vmachine with HW Failover","10.12.224.208","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRCMDP0020","Up","Vmachine with HW Failover","10.12.224.209","","","Atlas Copco","Atlas DCCOP NASA","Manual entry","",""
"SSISBRCMDP0020","Up","Vmachine with HW Failover","10.12.224.209","","","Atlas Copco","Atlas DCCOP NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRCMDP0020","Up","Vmachine with HW Failover","10.12.224.209","","","Atlas Copco","Atlas DCCOP NASA","SCOM","",""
"SSISBRDC0007","Disposed","Vmachine with HW Failover","10.111.43.21","","","Atlas Copco","Atlas DCCOP NASA","Manual entry","","PRODUCTION"
"SSISBRDC00101","Up","Vmachine with HW Failover","10.12.192.200","","","Atlas Copco","Atlas DCCOP NASA","Manual entry","","SSISBRDC00101"
"SSISBRDC00101","Up","Vmachine with HW Failover","10.12.192.200","","","Atlas Copco","Atlas DCCOP NASA","SCOM","",""
"SSISBRDC00201","Up","Vmachine with HW Failover","10.12.224.200","","","Atlas Copco","Atlas DCCOP NASA","Manual entry","","SSISBRDC00201"
"SSISBRDC00201","Up","Vmachine with HW Failover","10.12.224.200","","","Atlas Copco","Atlas DCCOP NASA","SCOM","",""
"SSISBRDEV0003","Up","Vmachine with HW Failover","10.12.224.204","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRDEV0003","Up","Vmachine with HW Failover","10.12.224.204","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRDEV0003","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRFS0001","Up","Vmachine with HW Failover","10.111.11.238","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRFS0002","Up","Vmachine with HW Failover","10.111.135.140","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRFS0003","Up","Vmachine with HW Failover","10.111.11.241","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRFS0003","Up","Vmachine with HW Failover","10.111.11.241","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","Virtual Machine",""
"SSISBRFS0004","Up","Vmachine with HW Failover","10.14.32.194","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","","SSISBRFS0004"
"SSISBRFS0006","Up","Vmachine with HW Failover","10.14.80.195","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","","SSISBRFS0006"
"SSISBRSFTP0001","Up","Vmachine with HW Failover","10.12.224.197","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRSFTP0001","Up","Vmachine with HW Failover","10.12.224.197","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRSQL001","Up","Vmachine with HW Failover","10.12.192.201","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRSQL001","Up","Vmachine with HW Failover","10.12.192.201","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRSQL002","Up","Vmachine with HW Failover","10.12.224.206","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRSQL002","Up","Vmachine with HW Failover","fe80::c9b0:7137:bea8:dace 10.12.224.206","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","VM Network - Vlan 1501",""
"SSISBRSW0001","Up","Vmachine with HW Failover","10.111.11.246","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISBRSW0001","Up","Vmachine with HW Failover","10.111.11.246","","","Atlas Copco","Atlas Servers with limited services NASA","VMWare","Virtual Machine",""
"SSISCASSS004","Disposed","Vmachine with HW Failover","10.213.143.220","","","Atlas Copco","Atlas Servers with limited services NASA","Manual entry","",""
"SSISCHAIS0101","Up","Vmachine with HW Failover","10.41.142.35","","","Atlas Copco","Atlas Servers with limited services EMEA","VMWare","Servers_1501",""
"SSISCHASAS02","Up","Vmachine with HW Failover","10.41.142.34","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHASAS02","Up","Vmachine with HW Failover","10.41.142.34","","","Atlas Copco","Atlas Servers with limited services EMEA","VMWare","Servers_1501",""
"SSISCHASDS01","Disposed","Vmachine with HW Failover","10.41.142.32","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHASFS01","Disposed","Vmachine with HW Failover","10.41.142.31","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHASFS03","Up","Vmachine with HW Failover","10.49.195.186","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHASFS03","Up","Vmachine with HW Failover","10.49.195.186","","","Atlas Copco","Atlas Servers with limited services EMEA","VMWare","VM Network",""
"SSISCHASTS01","Disposed","Vmachine with HW Failover","10.41.142.35","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHAV0002","Up","Vmachine with HW Failover","10.186.129.110","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","SSISCHAV0002"
"SSISCHAV0002","Up","Vmachine with HW Failover","10.186.129.110 fe80::250:56ff:fe82:9df","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCHBS0001","Up","Vmachine with HW Failover","10.41.142.36","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHDD0001","Up","Vmachine with HW Failover","10.186.129.107","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","SSISCHDD0001"
"SSISCHDD0001","Up","Vmachine with HW Failover","10.186.129.107 fe80::250:56ff:fe82:1b72","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCHDD0001","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCHFS00101","Up","Vmachine with HW Failover","10.41.142.33","","","Atlas Copco","Atlas Servers with limited services EMEA","VMWare","Servers_1501",""
"SSISCHISIS01","Disposed","Vmachine with HW Failover","10.41.142.30","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHPX0002","Up","Vmachine with HW Failover","10.186.129.111","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","SSISCHPX0002"
"SSISCHPX0002","Up","Vmachine with HW Failover","10.186.129.111 fe80::250:56ff:fe82:b3cc","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCHSSS100","Disposed","Vmachine with HW Failover","10.41.142.37","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHSSS100","Disposed","Vmachine with HW Failover","","","","Atlas Copco","Atlas Servers with limited services EMEA","VMWare","Servers_1501",""
"SSISCHSSS100","Disposed","Vmachine with HW Failover","10.41.142.37","","","Atlas Copco","Atlas Servers with limited services EMEA","VMWare","Servers_1501",""
"SSISCHVM0001","Up","Hardware Machine","10.41.137.36","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCHVM0002","Up","Hardware Machine","10.41.137.37","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISCLDC0001","Disposed","Vmachine with HW Failover","10.111.16.235","","","Atlas Copco","Atlas DCCOP NASA","Manual entry","","PRODUCTION"
"SSISCLDC0002","Disposed","Vmachine with HW Failover","10.15.32.200","","","Atlas Copco","Atlas DCCOP NASA","Manual entry","","SSISCLDC0002"
"SSISCNAS0001","Disposed","Vmachine with HW Failover","10.186.129.237","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0003","Disposed","Vmachine with HW Failover","10.186.129.235","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0004","Disposed","Vmachine with HW Failover","10.186.129.212","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0008","Disposed","Vmachine with HW Failover","10.186.129.214","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0009","Up","Vmachine with HW Failover","10.186.129.223","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0009","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_872",""
"SSISCNAS0009","Up","Vmachine with HW Failover","fe80::adbd:1056:2b3:b2fe 10.186.129.223","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0009","Up","Vmachine with HW Failover","10.186.129.223","","","Atlas Copco","Atlas DCCOP APAC","SCOM","",""
"SSISCNAS0009","Up","Vmachine with HW Failover"," fe80::adbd:1056:2b3:b2fe","","","Atlas Copco","Atlas DCCOP APAC","SCOM","",""
"SSISCNAS0012","Up","Vmachine with HW Failover","10.186.129.231","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0012","Up","Vmachine with HW Failover","10.186.129.231","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0013","Disposed","Vmachine with HW Failover","10.186.129.190","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0019","Disposed","Vmachine with HW Failover","10.186.129.226","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","",""
"SSISCNAS0040","Disposed","Vmachine with HW Failover","10.186.129.202","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0041","Disposed","Vmachine with HW Failover","10.186.129.204","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0043","Up","Vmachine with HW Failover","10.186.129.208","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0043","Up","Vmachine with HW Failover","10.186.129.208 fe80::250:56ff:fe88:7335","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0044","Disposed","Vmachine with HW Failover","10.186.129.210","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0045","Disposed","Vmachine with HW Failover","10.186.129.217","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","Production"
"SSISCNAS0046","Up","Vmachine with HW Failover","10.186.129.146","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","",""
"SSISCNAS0046","Up","Vmachine with HW Failover","10.186.129.146","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0046","Up","Vmachine with HW Failover","10.186.129.146","","","Atlas Copco","Atlas DCCOP APAC","SCOM","",""
"SSISCNAS0050","Up","Vmachine with HW Failover","10.186.129.148","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","",""
"SSISCNAS0050","Up","Vmachine with HW Failover","10.186.129.148","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0050","Up","Vmachine with HW Failover","10.186.129.148","","","Atlas Copco","Atlas DCCOP APAC","SCOM","",""
"SSISCNAS0051","Up","Vmachine with HW Failover","10.186.129.151","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","PRODUCTION"
"SSISCNAS0051","Up","Vmachine with HW Failover","10.186.129.151","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0051","Up","Vmachine with HW Failover","10.186.129.151","","","Atlas Copco","Atlas DCCOP APAC","SCOM","",""
"SSISCNAS0052","Disposed","Vmachine with HW Failover","10.186.129.225","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","","SSISCNAS0052"
"SSISCNAS0053","Up","Vmachine with HW Failover","10.186.129.231","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","",""
"SSISCNAS0053","Up","Vmachine with HW Failover","10.186.129.121","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
"SSISCNAS0053","Up","Vmachine with HW Failover","10.186.129.121","","","Atlas Copco","Atlas DCCOP APAC","SCOM","",""
"SSISCNAS0054","Up","Vmachine with HW Failover","10.186.129.239","","","Atlas Copco","Atlas DCCOP APAC","Manual entry","",""
"SSISCNAS0054","Up","Vmachine with HW Failover","10.186.129.239","","","Atlas Copco","Atlas DCCOP APAC","VMWare","PROD_VLAN_1502",""
